time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-23T07:49:44.470Z,53.8845,-166.95533333333,18.9,1.52,ml,11.0,215.0,0.07538,0.32,av,av93327893,2024-10-24T03:24:34.530Z,"27 km W of Dutch Harbor, Alaska",earthquake,1.46,0.95,0.29555276263822,11.0,reviewed,av,av
2024-10-23T07:39:26.990Z,53.888166666667,-166.9645,23.74,0.92,ml,7.0,224.0,0.07504,0.18,av,av93024959,2024-10-24T03:09:30.760Z,"27 km W of Dutch Harbor, Alaska",earthquake,1.04,0.99,0.22429101223539,8.0,reviewed,av,av
2024-10-24T03:40:16.081Z,63.1354,-149.5273,18.3,1.1,ml,,,,0.45,ak,ak024dow6b8r,2024-10-24T03:43:19.040Z,"40 km SW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-10-24T01:52:54.520Z,-15.4212,-177.7719,445.698,4.3,mb,80.0,107.0,2.943,0.64,us,us7000nmsd,2024-10-24T03:36:55.040Z,"128 km SSE of Alo, Wallis and Futuna",earthquake,14.84,7.802,0.064,70.0,reviewed,us,us
2024-10-23T08:16:45.900Z,53.8885,-166.9795,27.38,0.52,ml,7.0,235.0,0.08003,0.13,av,av93024974,2024-10-24T03:39:14.010Z,"28 km W of Dutch Harbor, Alaska",earthquake,1.11,0.74,0.23832518288769,7.0,reviewed,av,av
2024-10-23T08:13:57.990Z,58.413833333333,-154.75716666667,6.39,-0.17,ml,4.0,163.0,0.03868,0.17,av,av93024969,2024-10-24T03:35:12.600Z,"95 km N of Karluk, Alaska",earthquake,1.28,0.96,0.23210184237245,4.0,reviewed,av,av
2024-10-24T03:54:48.980Z,39.240501403809,-123.63800048828,2.7000000476837,2.3,md,20.0,107.0,0.03977,0.12,nc,nc75077951,2024-10-24T03:56:25.325Z,"12 km ENE of Navarro Head, CA",earthquake,0.27,1.02999997,0.1,14.0,automatic,nc,nc
2024-10-24T04:10:22.850Z,33.475,-116.5718333,10.96,1.19,ml,23.0,74.0,0.0321,0.13,ci,ci40962640,2024-10-24T04:16:55.615Z,"13 km SE of Anza, CA",earthquake,0.25,0.45,0.252,12.0,automatic,ci,ci
2024-10-24T04:02:27.980Z,19.077167510986,-155.35450744629,31.639999389648,2.06999993,md,51.0,205.0,0.1281,0.129999995,hv,hv74510422,2024-10-24T04:04:17.590Z,"19 km SE of Pāhala, Hawaii",earthquake,0.48,0.639999986,0.140000001,14.0,automatic,hv,hv
2024-10-24T03:55:39.680Z,19.234666824341,-155.06134033203,46.060001373291,2.03999996,md,41.0,233.0,0.1611,0.109999999,hv,hv74510407,2024-10-24T03:57:23.710Z,"26 km SSE of Fern Forest, Hawaii",earthquake,0.93,0.629999995,0.419999987,5.0,automatic,hv,hv
2024-10-24T03:54:56.490Z,34.0498333,-117.2245,6.81,0.76,ml,35.0,53.0,0.09417,0.15,ci,ci40962632,2024-10-24T04:01:36.527Z,"3 km E of Loma Linda, CA",earthquake,0.17,0.68,0.19,14.0,automatic,ci,ci
2024-10-23T09:58:15.450Z,53.862333333333,-166.92816666667,26.05,0.66,ml,7.0,216.0,0.07518,0.25,av,av93328063,2024-10-24T04:21:50.350Z,"25 km W of Dutch Harbor, Alaska",earthquake,1.53,1.35,0.23583630434259,7.0,reviewed,av,av
2024-10-23T09:55:39.560Z,61.317666666667,-152.27233333333,-2.35,-0.01,ml,10.0,125.0,0.07603,0.23,av,av93328058,2024-10-24T04:16:16.900Z,"66 km WNW of Beluga, Alaska",earthquake,0.45,2.18,0.30998252721665,10.0,reviewed,av,av
2024-10-23T09:55:15.010Z,53.908666666667,-166.95966666667,12.4,1.51,ml,11.0,245.0,0.05706,0.41,av,av93328053,2024-10-24T04:12:05.840Z,"27 km W of Dutch Harbor, Alaska",earthquake,1.52,0.67,0.26584749802125,11.0,reviewed,av,av
2024-10-24T04:33:59.680Z,32.531,-115.2671667,21.48,1.88,ml,27.0,44.0,0.1157,0.27,ci,ci40962656,2024-10-24T04:40:15.775Z,"9 km ESE of Puebla, B.C., MX",earthquake,0.33,1.25,0.211,25.0,automatic,ci,ci
2024-10-24T04:30:26.990Z,17.99,-67.248833333333,7.07,2.61,md,8.0,302.0,0.1335,0.15,pr,pr71463368,2024-10-24T04:41:37.510Z,"6 km WNW of Pole Ojea, Puerto Rico",earthquake,0.87,0.42,0.066286487160839,5.0,reviewed,pr,pr
2024-10-23T11:29:22.370Z,61.299333333333,-152.25033333333,-0.93,-0.32,ml,8.0,116.0,0.05721,0.07,av,av93328163,2024-10-24T04:40:57.400Z,"65 km WNW of Beluga, Alaska",earthquake,0.28,3.53,0.18993576795975,8.0,reviewed,av,av
2024-10-23T11:11:25.150Z,61.260666666667,-152.18783333333,20.42,-0.12,ml,7.0,116.0,0.08545,0.07,av,av93328138,2024-10-24T04:36:46.240Z,"60 km WNW of Tyonek, Alaska",earthquake,0.4,0.56,0.13667785944839,8.0,reviewed,av,av
2024-10-23T10:13:40.160Z,58.165833333333,-155.39233333333,2.37,0.12,ml,10.0,81.0,0.05586,0.06,av,av93328088,2024-10-24T04:29:08.400Z,"86 km NW of Karluk, Alaska",earthquake,0.22,0.49,0.17032729671104,10.0,reviewed,av,av
2024-10-24T04:40:58.710Z,17.976333333333,-67.2505,6.95,2.7,md,9.0,284.0,0.1374,0.12,pr,pr71463373,2024-10-24T04:54:39.910Z,"6 km W of Pole Ojea, Puerto Rico",earthquake,0.75,0.43,0.022175011637152,5.0,reviewed,pr,pr
2024-10-24T04:30:50.849Z,-42.0429,79.9947,10.0,5.1,mb,40.0,56.0,27.244,0.76,us,us7000nmsy,2024-10-24T04:49:04.040Z,Mid-Indian Ridge,earthquake,12.04,1.891,0.094,37.0,reviewed,us,us
2024-10-24T04:30:00.309Z,-41.8336,79.7972,10.0,5.0,mb,26.0,148.0,27.411,0.68,us,us7000nmsx,2024-10-24T04:50:42.040Z,Mid-Indian Ridge,earthquake,11.17,1.887,0.12,22.0,reviewed,us,us
2024-10-24T05:14:58.589Z,62.3702,-149.8055,15.3,1.3,ml,,,,0.51,ak,ak024dox7pqa,2024-10-24T05:17:30.596Z,"16 km ENE of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-10-24T05:12:09.280Z,33.2896667,-116.2265,10.54,0.67,ml,32.0,104.0,0.09942,0.18,ci,ci40962664,2024-10-24T05:17:51.842Z,"14 km ENE of Borrego Springs, CA",earthquake,0.3,0.46,0.117,7.0,automatic,ci,ci
2024-10-24T05:11:18.900Z,37.295333862305,-121.66833496094,3.420000076294,2.12,md,49.0,40.0,0.03648,0.07,nc,nc75077961,2024-10-24T05:14:23.870Z,"15 km E of Seven Trees, CA",earthquake,0.13,0.349999994,0.15,48.0,automatic,nc,nc
2024-10-24T05:06:15.287Z,61.215,-151.6989,98.1,1.1,ml,,,,0.44,ak,ak024dox5wns,2024-10-24T05:08:31.478Z,"34 km WNW of Beluga, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-10-24T05:05:00.520Z,38.830001831055,-122.79699707031,1.4700000286102,0.75,md,15.0,54.0,0.009873,0.02,nc,nc75077956,2024-10-24T05:06:35.331Z,"6 km WNW of Cobb, CA",earthquake,0.27,0.560000002,0.15,16.0,automatic,nc,nc
2024-10-24T04:23:15.713Z,-36.1465,-70.7734,32.975,4.4,mb,37.0,93.0,0.648,1.12,us,us7000nmst,2024-10-24T05:07:58.040Z,"75 km SE of Colbún, Chile",earthquake,4.64,5.034,0.134,16.0,reviewed,us,us
2024-10-23T23:14:12.200Z,46.0765,-118.81633333333,-0.3,1.71,ml,9.0,96.0,0.1061,0.14,uw,uw62056461,2024-10-24T05:09:37.320Z,"6 km E of Wallula, Washington",explosion,0.39,31.61,0.043363265824279,4.0,reviewed,uw,uw
2024-10-23T23:00:26.710Z,46.971666666667,-122.21266666667,-0.55,1.44,ml,24.0,154.0,0.01575,0.11,uw,uw62056456,2024-10-24T05:03:28.320Z,"1 km SSE of Kapowsin, Washington",explosion,0.41,31.61,0.12897589809145,12.0,reviewed,uw,uw
2024-10-23T12:15:09.560Z,61.2635,-152.22666666667,7.26,-0.35,ml,7.0,147.0,0.03469,0.21,av,av93328203,2024-10-24T05:16:58.390Z,"62 km WNW of Tyonek, Alaska",earthquake,0.81,1.02,0.28355616542753,7.0,reviewed,av,av
2024-10-23T11:54:13.890Z,54.537166666667,-163.49483333333,5.16,1.86,ml,5.0,294.0,0.1801,0.04,av,av93024989,2024-10-24T05:08:39.250Z,"35 km S of False Pass, Alaska",earthquake,0.55,4.35,0.16700823044792,4.0,reviewed,av,av
2024-10-23T11:35:11.860Z,54.540666666667,-163.50666666667,9.18,1.74,ml,4.0,292.0,0.1725,0.05,av,av93024979,2024-10-24T04:59:41.910Z,"35 km S of False Pass, Alaska",earthquake,0.91,0.74,0.27403014652607,4.0,reviewed,av,av
2024-10-24T05:30:29.930Z,33.9830017,-116.6578369,15.98,1.23,ml,41.0,32.0,0.05598,0.18,ci,ci40962688,2024-10-24T05:32:39.931Z,"10 km SW of Morongo Valley, CA",earthquake,0.25,0.63,0.284,9.0,automatic,ci,ci
2024-10-24T05:24:36.650Z,33.4821667,-116.5791667,5.28,0.22,ml,16.0,72.0,0.02295,0.05,ci,ci40962672,2024-10-24T05:30:27.609Z,"12 km SE of Anza, CA",earthquake,0.27,0.44,0.118,6.0,automatic,ci,ci
2024-10-24T05:22:41.783Z,61.3066,-152.2195,0.0,1.6,ml,,,,1.24,ak,ak024dox9d2z,2024-10-24T05:25:07.975Z,"63 km WNW of Beluga, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-10-24T05:02:08.901Z,0.1081,-77.7489,125.018,2.4,ml,8.0,218.0,0.48,0.34,us,us7000nmsz,2024-10-24T05:29:50.040Z,"37 km SE of Pimampiro, Ecuador",earthquake,13.32,10.433,0.091,16.0,reviewed,us,us
2024-10-23T21:54:51.060Z,47.233333333333,-123.72316666667,10.68,1.05,ml,11.0,150.0,0.0481,0.34,uw,uw62056431,2024-10-24T05:26:05.080Z,"17 km E of Humptulips, Washington",earthquake,0.9,1.81,0.13585631394078,6.0,reviewed,uw,uw
2024-10-23T12:20:20.180Z,61.306,-152.232,1.8,-0.31,ml,8.0,140.0,0.05509,0.06,av,av93328218,2024-10-24T05:25:41.480Z,"64 km WNW of Beluga, Alaska",earthquake,0.31,1.13,0.22675559538753,8.0,reviewed,av,av
2024-10-23T12:33:05.420Z,53.8455,-166.92466666667,23.71,0.13,ml,7.0,174.0,0.03862,0.26,av,av93024994,2024-10-24T05:40:01.170Z,"25 km W of Dutch Harbor, Alaska",earthquake,1.58,1.82,0.28011488345355,8.0,reviewed,av,av
2024-10-24T05:56:02.760Z,40.285831451416,-124.3004989624,10.170000076294,3.82,ml,33.0,138.0,,0.17,nc,nc75077976,2024-10-24T05:58:31.580Z,"5 km SSW of Petrolia, CA",earthquake,0.61,0.360000014,0.286,25.0,automatic,nc,nc
2024-10-23T12:55:06.500Z,54.108166666667,-165.98566666667,7.9,1.13,ml,15.0,58.0,0.01718,0.33,av,av93328253,2024-10-24T05:49:59.760Z,"14 km WSW of Akutan, Alaska",earthquake,0.69,0.4,0.22013665580278,15.0,reviewed,av,av
2024-10-24T06:21:39.257Z,62.7242,-151.7985,8.3,1.4,ml,,,,0.84,ak,ak024doxului,2024-10-24T06:24:05.371Z,"58 km WNW of Petersville, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-10-24T06:18:43.290Z,33.1901667,-115.6166667,11.83,1.46,ml,31.0,82.0,0.008588,0.22,ci,ci40962704,2024-10-24T06:24:58.230Z,"11 km WSW of Niland, CA",earthquake,0.37,0.55,0.218,28.0,automatic,ci,ci
2024-10-24T06:18:15.350Z,40.285999298096,-124.29433441162,9.8800001144409,4.06,mw,36.0,137.0,0.03699,0.19,nc,nc75077981,2024-10-24T06:30:40.848Z,"4 km SSW of Petrolia, CA",earthquake,0.56,0.360000014,,5.0,reviewed,nc,nc
2024-10-24T06:10:25.827Z,58.3789,-155.7199,165.8,1.3,ml,,,,0.21,ak,ak024doxs7xy,2024-10-24T06:12:06.437Z,"64 km ESE of King Salmon, Alaska",earthquake,,4.1,,,automatic,ak,ak
2024-10-24T05:57:26.420Z,32.9771667,-116.317,7.91,0.88,ml,49.0,40.0,0.07889,0.18,ci,ci40962696,2024-10-24T06:04:06.113Z,"25 km SW of Ocotillo Wells, CA",earthquake,0.19,0.71,0.228,18.0,automatic,ci,ci
2024-10-23T14:20:56.530Z,60.042666666667,-153.1015,-0.95,-0.42,ml,5.0,112.0,0.02406,0.07,av,av93328348,2024-10-24T06:16:36.420Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.4,2.81,0.21350458273074,5.0,reviewed,av,av
2024-10-23T14:04:00.010Z,59.368166666667,-153.4225,2.68,0.86,ml,10.0,107.0,0.01267,0.25,av,av93025004,2024-10-24T06:15:47.090Z,"60 km SE of Pedro Bay, Alaska",earthquake,0.48,1.0,0.16413670449514,10.0,reviewed,av,av
2024-10-23T13:19:19.190Z,54.120333333333,-165.952,5.06,-0.06,ml,7.0,95.0,0.008231,0.21,av,av93024999,2024-10-24T05:59:53.100Z,"11 km W of Akutan, Alaska",earthquake,0.55,0.78,0.14612608174482,7.0,reviewed,av,av
2024-10-23T16:23:20.160Z,60.0485,-153.09816666667,0.46,-0.62,ml,6.0,123.0,0.01948,0.09,av,av93328488,2024-10-24T06:45:45.410Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.21,0.66,0.18376698715351,6.0,reviewed,av,av
2024-10-23T16:14:32.490Z,61.33,-152.2565,-3.18,-0.28,ml,7.0,185.0,0.08119,0.29,av,av93328478,2024-10-24T06:41:58.470Z,"66 km WNW of Beluga, Alaska",earthquake,0.83,3.66,0.33871270022229,7.0,reviewed,av,av
2024-10-24T06:58:47.000Z,40.2923,-124.2972,9.0,4.3,mw,59.0,,,,ew,ew1729753130,2024-10-24T06:59:14.000Z,"26 km SW of Scotia, California",earthquake,7.181,3.535,0.2,59.0,automatic,ew,ew
2024-10-24T06:57:07.770Z,38.814167022705,-122.7996673584,4.0300002098083,0.78,md,8.0,95.0,0.007067,0.01,nc,nc75077986,2024-10-24T06:58:45.131Z,"6 km NNW of The Geysers, CA",earthquake,0.45,2.28999996,0.13,8.0,automatic,nc,nc
2024-10-24T06:52:03.354Z,38.2906,-118.4428,10.8,1.9,ml,14.0,135.43,0.343,0.3185,nn,nn00886484,2024-10-24T06:54:32.363Z,"30 km SSE of Hawthorne, Nevada",earthquake,,0.9,0.51,7.0,automatic,nn,nn
2024-10-24T06:48:30.530Z,33.183,-115.6246667,3.35,1.54,ml,38.0,37.0,0.001763,0.2,ci,ci40962712,2024-10-24T06:54:46.393Z,"12 km WSW of Niland, CA",earthquake,0.22,0.19,0.186,31.0,automatic,ci,ci
2024-10-24T07:11:55.080Z,33.4088333,-116.9238333,7.45,0.41,ml,32.0,51.0,0.07351,0.19,ci,ci40962744,2024-10-24T07:17:43.366Z,"7 km SW of Aguanga, CA",earthquake,0.22,0.63,0.138,11.0,automatic,ci,ci
2024-10-24T07:08:30.060Z,40.31266784668,-124.29666900635,9.210000038147,1.48,md,8.0,103.0,0.04265,0.04,nc,nc75078006,2024-10-24T07:17:18.270Z,"2 km SW of Petrolia, CA",earthquake,1.07,2.02999997,0.09,7.0,automatic,nc,nc
2024-10-24T07:05:48.120Z,40.285499572754,-124.29166412353,9.6199998855591,2.85,md,30.0,138.0,0.03907,0.17,nc,nc75078001,2024-10-24T07:21:23.912Z,"4 km SSW of Petrolia, CA",earthquake,0.55,0.460000008,0.11,34.0,automatic,nc,nc
2024-10-24T07:02:27.490Z,33.9626667,-116.963,8.5,0.7,ml,41.0,64.0,0.1325,0.17,ci,ci40962736,2024-10-24T07:09:08.759Z,"4 km NNE of Beaumont, CA",earthquake,0.18,1.02,0.084,17.0,automatic,ci,ci
2024-10-24T06:59:50.220Z,40.280166625977,-124.2636642456,9.1899995803833,4.11,mw,8.0,257.0,0.07788,0.09,nc,nc75077991,2024-10-24T07:21:35.097Z,"5 km S of Petrolia, CA",earthquake,1.52,0.629999995,,4.0,reviewed,nc,nc
2024-10-24T06:59:02.620Z,33.491,-116.4993333,13.32,1.09,ml,59.0,35.0,0.07141,0.17,ci,ci40962728,2024-10-24T07:09:53.940Z,"18 km ESE of Anza, CA",earthquake,0.16,0.29,0.183,27.0,automatic,ci,ci
2024-10-24T06:58:47.040Z,40.28783416748,-124.30083465576,10.279999732971,4.35,mw,37.0,135.0,,0.2,nc,nc75077996,2024-10-24T07:20:05.069Z,"4 km SSW of Petrolia, CA",earthquake,0.6,0.349999994,,6.0,automatic,nc,nc
2024-10-23T17:33:43.280Z,61.324666666667,-152.25683333333,3.92,-0.56,ml,8.0,127.0,0.07709,0.12,av,av93328573,2024-10-24T07:07:25.680Z,"66 km WNW of Beluga, Alaska",earthquake,0.4,0.37,0.17223626059507,8.0,reviewed,av,av
2024-10-24T07:20:31.400Z,33.1818333,-115.6201667,5.02,1.65,ml,44.0,42.0,0.002395,0.24,ci,ci40962752,2024-10-24T07:27:14.361Z,"11 km SW of Niland, CA",earthquake,0.25,0.33,0.245,28.0,automatic,ci,ci
2024-10-24T07:14:29.702Z,52.3155,-170.5674,35.0,5.0,mb,120.0,126.0,0.618,1.05,us,us7000nmtw,2024-10-24T07:34:38.024Z,"134 km WSW of Nikolski, Alaska",earthquake,4.79,1.897,0.03,365.0,reviewed,us,us
2024-10-23T08:11:17.873Z,41.4128,142.0682,66.635,4.3,mb,21.0,159.0,0.981,0.48,us,us7000nmku,2024-10-24T07:34:09.040Z,"72 km E of Mutsu, Japan",earthquake,8.93,10.515,0.178,9.0,reviewed,us,us
2024-10-24T07:42:17.232Z,61.146,-151.0156,63.2,1.5,ml,,,,0.17,ak,ak024doykhsr,2024-10-24T07:43:58.838Z,"3 km E of Beluga, Alaska",earthquake,,1.5,,,automatic,ak,ak
2024-10-24T07:38:48.530Z,33.1835,-115.62,3.38,1.42,ml,34.0,81.0,0.002187,0.19,ci,ci40962760,2024-10-24T07:44:58.043Z,"11 km WSW of Niland, CA",earthquake,0.21,0.14,0.239,31.0,automatic,ci,ci
2024-10-24T07:37:52.980Z,40.302665710449,-124.31866455078,14.229999542236,1.56,md,7.0,125.0,0.02317,0.09,nc,nc75078021,2024-10-24T07:39:30.547Z,"4 km WSW of Petrolia, CA",earthquake,1.42,2.36999989,0.15,5.0,automatic,nc,nc
2024-10-24T07:32:21.622Z,31.622,-104.086,5.1987,2.2,ml,20.0,90.0,0.0,0.4,tx,tx2024uxfi,2024-10-24T07:38:54.222Z,"43 km NW of Toyah, Texas",earthquake,0.0,2.9430446624756,0.2,14.0,automatic,tx,tx
2024-10-24T07:55:54.960Z,38.82483291626,-122.85733032227,2.3599998950958,0.75,md,17.0,116.0,0.002732,0.02,nc,nc75078041,2024-10-24T07:57:29.816Z,"10 km NW of The Geysers, CA",earthquake,0.32,0.5,0.14,17.0,automatic,nc,nc
2024-10-24T07:54:20.970Z,37.294998168945,-121.6695022583,3.0599999427795,1.96,md,27.0,50.0,0.03606,0.06,nc,nc75078036,2024-10-24T07:55:59.900Z,"15 km E of Seven Trees, CA",earthquake,0.16,0.419999987,0.14,22.0,automatic,nc,nc
2024-10-24T07:52:44.977Z,58.0356,-151.6755,23.8,2.2,ml,,,,0.35,ak,ak024doymp3l,2024-10-24T07:55:55.060Z,"50 km ENE of Ouzinkie, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-10-24T07:52:31.580Z,35.6996651,-117.5091629,6.99,0.98,ml,9.0,133.0,0.07764,0.11,ci,ci40962768,2024-10-24T07:54:39.442Z,"12 km SW of Searles Valley, CA",earthquake,0.53,1.38,0.149,3.0,automatic,ci,ci
2024-10-24T07:47:17.330Z,40.303165435791,-124.29933166504,9.5100002288818,1.35,md,7.0,204.0,0.06219,0.01,nc,nc75078026,2024-10-24T07:57:15.535Z,"3 km SW of Petrolia, CA",earthquake,1.07,1.86000001,0.04,6.0,automatic,nc,nc
2024-10-24T07:46:39.290Z,58.0607,-152.5002,16.0,1.9,ml,,,,0.35,ak,ak024doyleh1,2024-10-24T07:49:12.612Z,"15 km N of Ouzinkie, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-10-24T08:22:46.470Z,33.4865,-116.5856667,5.97,0.26,ml,24.0,45.0,0.01606,0.07,ci,ci40962776,2024-10-24T08:28:26.364Z,"11 km SE of Anza, CA",earthquake,0.13,0.21,0.171,7.0,automatic,ci,ci
2024-10-24T08:22:15.760Z,40.302165985107,-124.28099822998,7.0199999809265,1.49,md,7.0,109.0,0.04906,0.05,nc,nc75078061,2024-10-24T08:23:54.999Z,"3 km S of Petrolia, CA",earthquake,0.8,1.44000006,0.06,7.0,automatic,nc,nc
2024-10-24T08:17:06.850Z,38.793334960938,-122.77683258057,1.960000038147,0.75,md,10.0,99.0,0.008664,0.01,nc,nc75078051,2024-10-24T08:18:44.702Z,"3 km NNW of The Geysers, CA",earthquake,0.39,0.75999999,0.05,10.0,automatic,nc,nc
2024-10-24T08:13:43.890Z,38.791168212891,-122.77600097656,1.7699999809265,1.83,md,38.0,78.0,0.009527,0.05,nc,nc75078046,2024-10-24T08:16:56.360Z,"2 km NW of The Geysers, CA",earthquake,0.19,0.289999992,0.14,39.0,automatic,nc,nc
2024-10-24T05:21:39.056Z,14.8307,53.2686,10.0,4.6,mb,44.0,192.0,10.433,0.54,us,us7000nmta,2024-10-24T08:16:30.040Z,"192 km SE of Al Ghayz̧ah, Yemen",earthquake,14.72,1.969,0.085,41.0,reviewed,us,us
2024-10-23T22:39:55.180Z,54.115166666667,-165.96983333333,7.06,2.51,ml,19.0,63.0,0.01166,0.19,av,av93328823,2024-10-24T08:25:53.360Z,"12 km W of Akutan, Alaska",earthquake,0.33,0.26,0.16173296901979,20.0,reviewed,av,av
2024-10-23T21:13:50.140Z,53.875,-166.88916666667,2.59,0.18,ml,7.0,153.0,0.07191,0.2,av,av93328763,2024-10-24T08:08:25.240Z,"22 km W of Dutch Harbor, Alaska",earthquake,0.5,2.18,0.12878662463595,7.0,reviewed,av,av
2024-10-23T21:13:07.540Z,53.874166666667,-166.88816666667,5.0,0.4,ml,7.0,152.0,0.07188,0.22,av,av93025024,2024-10-24T08:14:41.600Z,"22 km W of Dutch Harbor, Alaska",earthquake,0.65,1.6,0.36114256360255,7.0,reviewed,av,av
2024-10-23T21:05:57.100Z,58.176,-155.27733333333,2.21,0.07,ml,11.0,63.0,0.04343,0.08,av,av93328753,2024-10-24T08:04:23.940Z,"83 km NW of Karluk, Alaska",earthquake,0.19,0.54,0.30624906397242,11.0,reviewed,av,av
2024-10-24T08:42:48.800Z,33.4090004,-116.921669,8.01,0.95,ml,40.0,34.0,0.07311,0.17,ci,ci40962792,2024-10-24T08:44:51.284Z,"6 km SW of Aguanga, CA",earthquake,0.22,0.66,0.199,10.0,automatic,ci,ci
2024-10-24T08:41:49.434Z,39.5687,-119.9807,3.2,1.9,ml,18.0,61.77,0.042,0.1777,nn,nn00886490,2024-10-24T08:44:23.522Z,"5 km N of Verdi, Nevada",earthquake,,0.5,0.29,8.0,automatic,nn,nn
2024-10-24T08:35:03.290Z,33.2568333,-116.428,3.13,0.9,ml,58.0,50.0,0.01453,0.22,ci,ci40962784,2024-10-24T08:41:08.705Z,"5 km W of Borrego Springs, CA",earthquake,0.17,0.3,0.096,23.0,automatic,ci,ci
2024-10-23T23:13:46.470Z,61.3035,-152.2485,3.07,0.05,ml,9.0,118.0,0.07453,0.09,av,av93025029,2024-10-24T08:40:27.930Z,"65 km WNW of Beluga, Alaska",earthquake,0.45,0.59,0.16832707661893,9.0,reviewed,av,av
2024-10-24T08:52:43.370Z,32.9710007,-116.2796631,7.28,1.48,ml,19.0,131.0,0.1101,0.16,ci,ci40962808,2024-10-24T08:54:47.778Z,"24 km SW of Ocotillo Wells, CA",earthquake,0.44,1.91,0.49,11.0,automatic,ci,ci
2024-10-24T08:50:21.730Z,35.484,-118.4431667,2.37,1.58,ml,37.0,47.0,0.1802,0.17,ci,ci40962800,2024-10-24T08:57:37.794Z,"12 km SSE of Bodfish, CA",earthquake,0.19,0.77,0.197,28.0,automatic,ci,ci
2024-10-23T18:12:53.796Z,31.613,-104.373,6.1255,2.3,ml,23.0,85.0,0.1,0.3,tx,tx2024uwfa,2024-10-24T08:56:08.241Z,"62 km S of Whites City, New Mexico",earthquake,1.4207298460618,1.8655347244781,0.1,41.0,reviewed,tx,tx
2024-10-24T09:14:22.080Z,19.386833190918,-155.12083435059,2.5699999332428,1.87,ml,9.0,131.0,0.004762,0.119999997,hv,hv74510782,2024-10-24T09:17:14.210Z,"8 km S of Fern Forest, Hawaii",earthquake,0.82,0.300000012,0.05,3.0,automatic,hv,hv
2024-10-24T09:13:54.310Z,19.493999481201,-155.75717163086,1.2699999809265,2.44,ml,44.0,169.0,0.05236,0.340000004,hv,hv74510777,2024-10-24T09:17:01.670Z,"12 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.66,1.63,0.73,9.0,automatic,hv,hv
2024-10-24T09:05:30.994Z,39.5656,-119.9856,7.5,1.0,ml,8.0,112.31,0.102,0.106,nn,nn00886493,2024-10-24T09:07:51.096Z,"5 km NNE of Verdi, California",earthquake,,1.4,0.17,3.0,automatic,nn,nn
2024-10-24T09:04:53.160Z,19.377500534058,-155.22315979004,1.6299999952316,1.7,ml,20.0,91.0,0.008121,0.219999999,hv,hv74510762,2024-10-24T09:07:45.060Z,"7 km S of Volcano, Hawaii",earthquake,0.4,0.310000002,2.34,4.0,automatic,hv,hv
2024-10-24T09:00:31.515Z,61.9589,-150.7936,71.5,1.5,ml,,,,0.53,ak,ak024dozie1b,2024-10-24T09:02:38.441Z,"31 km E of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-10-24T09:37:03.350Z,40.296001434326,-124.29783630371,8.9899997711182,2.27,md,21.0,119.0,0.03506,0.16,nc,nc75078086,2024-10-24T09:38:39.585Z,"3 km SSW of Petrolia, CA",earthquake,0.74,0.75,0.1,16.0,automatic,nc,nc
2024-10-24T09:31:29.315Z,59.6592,-153.06,102.4,1.6,ml,,,,0.21,ak,ak024dozp12b,2024-10-24T09:33:39.777Z,"60 km ESE of Pedro Bay, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-10-24T09:25:40.130Z,37.29349899292,-121.67082977295,1.3999999761581,1.78,md,23.0,54.0,0.0345,0.06,nc,nc75078081,2024-10-24T09:27:15.884Z,"15 km E of Seven Trees, CA",earthquake,0.17,0.469999999,0.07,20.0,automatic,nc,nc
2024-10-24T09:24:02.794Z,36.6183,-115.0455,4.8,0.9,ml,14.0,273.68,0.145,0.245,nn,nn00886494,2024-10-24T09:26:32.115Z,"40 km W of Moapa Town, Nevada",earthquake,,14.9,0.47,8.0,automatic,nn,nn
2024-10-24T09:23:01.140Z,33.4923333,-116.7661667,9.24,0.88,ml,58.0,22.0,0.03693,0.17,ci,ci40962816,2024-10-24T09:29:45.192Z,"11 km ENE of Aguanga, CA",earthquake,0.13,0.38,0.147,28.0,automatic,ci,ci
2024-10-24T09:43:32.500Z,38.822666168213,-122.80500030518,1.9400000572205,0.31,md,10.0,104.0,0.00403,0.03,nc,nc75078091,2024-10-24T09:45:09.683Z,"7 km NNW of The Geysers, CA",earthquake,0.51,0.870000005,0.11,10.0,automatic,nc,nc
2024-10-24T09:42:20.882Z,62.7735,-149.9639,74.2,1.5,ml,,,,0.53,ak,ak024dozrdag,2024-10-24T09:44:20.981Z,"36 km N of Chase, Alaska",earthquake,,0.9,,,automatic,ak,ak
